Dates,Bloomberry Resorts Corporation (PSE:BLOOM) - Share Pricing,Aboitiz Power Corporation (PSE:AP) - Share Pricing,Ayala Corporation (PSE:AC) - Share Pricing,"Aboitiz Equity Ventures, Inc. (PSE:AEV) - Share Pricing","Alliance Global Group, Inc. (PSE:AGI) - Share Pricing","Ayala Land, Inc. (PSE:ALI) - Share Pricing","BDO Unibank, Inc. (PSE:BDO) - Share Pricing",Bank of the Philippine Islands (PSE:BPI) - Share Pricing,"DMCI Holdings, Inc. (PSE:DMC) - Share Pricing",First Gen Corporation (PSE:FGEN) - Share Pricing,"Globe Telecom, Inc. (PSE:GLO) - Share Pricing","GT Capital Holdings, Inc. (PSE:GTCAP) - Share Pricing","International Container Terminal Services, Inc. (PSE:ICT) - Share Pricing",Jollibee Foods Corporation (PSE:JFC) - Share Pricing,"JG Summit Holdings, Inc. (PSE:JGS) - Share Pricing","LT Group, Inc. (PSE:LTG) - Share Pricing",Metropolitan Bank & Trust Company (PSE:MBT) - Share Pricing,Megaworld Corporation (PSE:MEG) - Share Pricing,Manila Electric Company (PSE:MER) - Share Pricing,Metro Pacific Investments Corporation (PSE:MPI) - Share Pricing,"Puregold Price Club, Inc. (PSE:PGOLD) - Share Pricing",Robinsons Land Corporation (PSE:RLC) - Share Pricing,"Robinsons Retail Holdings, Inc. (PSE:RRHI) - Share Pricing",Semirara Mining and Power Corporation (PSE:SCC) - Share Pricing,Security Bank Corporation (PSE:SECB) - Share Pricing,SM Investments Corporation (PSE:SM) - Share Pricing,San Miguel Corporation (PSE:SMC) - Share Pricing,"SM Prime Holdings, Inc. (PSE:SMPH) - Share Pricing",PLDT Inc. (PSE:TEL) - Share Pricing,Universal Robina Corporation (PSE:URC) - Share Pricing
Feb-06-2020,9.02,33.00,760.00,52.40,10.50,43.35,153.00,85.50,6.19,21.20,1990.00,740.00,127.60,191.90,74.75,10.48,61.55,4.05,291.00,3.21,38.50,25.90,77.60,20.35,179.00,1000.00,132.30,41.95,1093.00,156.80
Feb-07-2020,9.06,33.00,750.00,52.15,10.70,43.35,155.40,86.00,6.10,21.20,1980.00,741.00,128.00,192.50,73.90,10.48,60.90,4.07,288.80,3.20,38.65,25.25,77.55,20.80,175.00,1000.00,134.50,42.35,1064.00,158.90
Feb-10-2020,9.00,31.70,761.00,52.00,10.50,43.70,150.00,86.00,6.06,21.00,1986.00,717.00,126.00,190.00,71.50,10.50,58.80,4.04,279.00,3.23,38.55,24.65,76.70,20.30,173.20,1000.00,134.00,42.30,1027.00,155.00
Feb-11-2020,9.00,32.70,755.50,52.05,10.50,43.65,152.00,85.80,6.11,20.85,2006.00,727.00,126.00,192.00,71.90,10.54,58.30,4.00,277.00,3.15,38.60,24.75,75.20,20.30,173.10,1000.00,135.10,42.70,1010.00,153.40
Feb-12-2020,8.80,32.20,753.00,50.85,10.44,43.60,151.00,86.20,6.00,20.10,2000.00,724.00,121.60,192.00,71.00,10.54,58.30,3.92,263.80,3.05,38.50,24.65,73.65,20.00,173.10,1002.00,133.00,42.30,1013.00,151.00
Feb-13-2020,8.57,32.40,755.00,49.80,10.36,42.90,151.50,87.00,5.80,20.00,1996.00,740.00,123.40,195.00,74.00,10.56,59.35,3.75,263.20,3.00,38.25,24.70,72.70,20.20,170.50,1010.00,136.00,42.25,1034.00,149.00
Feb-14-2020,8.66,32.00,745.00,49.40,10.30,41.10,148.50,86.00,5.84,19.90,1944.00,721.50,119.00,185.20,74.50,10.40,58.00,3.90,262.00,3.07,38.20,24.50,71.65,19.90,170.00,992.00,132.70,41.70,1000.00,149.00
Feb-17-2020,8.71,31.70,750.00,50.45,10.36,41.00,149.90,84.60,5.83,19.80,1936.00,731.00,116.00,188.80,74.50,10.06,59.00,3.98,266.00,3.18,38.25,24.60,71.00,19.90,171.00,1015.00,133.00,41.70,1020.00,149.50
Feb-18-2020,8.88,31.60,752.00,50.40,10.30,41.10,148.00,83.50,5.70,19.96,1937.00,735.00,119.60,185.20,75.00,9.98,58.60,3.96,268.80,3.14,38.20,24.60,71.40,20.15,170.00,1012.00,135.00,41.70,1036.00,149.20
Feb-19-2020,8.96,32.20,754.00,51.00,10.40,42.20,147.70,85.20,5.65,19.98,1919.00,727.00,124.20,184.00,75.50,9.80,59.00,4.03,279.00,3.16,38.30,25.20,71.30,20.20,170.90,1038.00,132.40,41.10,1045.00,153.00
Feb-20-2020,9.10,32.15,753.00,51.00,10.50,42.45,148.50,85.00,5.64,20.25,1895.00,732.00,125.40,188.00,75.00,9.67,60.60,4.05,279.00,3.19,37.00,25.60,72.40,20.20,173.10,1032.00,133.00,41.65,1022.00,150.50
Feb-21-2020,9.00,31.70,750.00,50.50,10.26,42.25,147.50,84.00,5.62,20.05,1889.00,731.00,118.00,189.00,75.60,9.50,60.85,3.80,270.00,3.19,38.00,25.30,72.35,19.90,170.20,1038.00,133.00,41.30,1025.00,150.00
Feb-24-2020,8.83,31.70,720.00,49.55,10.20,41.40,143.30,81.60,5.40,19.90,1881.00,725.00,115.00,185.60,73.50,9.09,60.10,3.67,262.00,3.06,37.90,25.00,71.00,19.50,161.00,1010.00,132.40,40.10,1013.00,146.50
Feb-26-2020,8.69,29.10,690.00,45.40,10.02,38.65,137.00,81.00,5.21,18.50,1826.00,720.00,102.00,175.10,69.00,8.70,59.10,3.45,257.00,2.97,38.00,23.65,70.55,19.28,156.00,985.00,130.00,39.30,1002.00,140.50
Feb-27-2020,8.60,28.40,697.00,44.50,10.02,40.40,143.00,80.00,5.24,18.90,1830.00,722.50,106.00,174.50,69.90,8.70,57.25,3.38,260.00,3.07,38.00,23.40,70.55,19.50,163.90,987.00,131.90,39.05,999.50,141.00
Feb-28-2020,8.15,27.50,662.50,42.65,10.04,39.00,139.00,74.10,5.30,18.34,1779.00,711.00,106.00,170.00,67.50,8.95,56.05,3.40,269.80,3.07,37.00,21.30,66.60,19.40,154.40,974.50,126.20,38.30,990.00,141.30
Mar-02-2020,8.02,26.20,649.50,43.05,9.92,39.80,132.10,75.50,5.31,17.66,1800.00,721.50,106.00,167.10,66.50,9.25,55.10,3.50,257.00,3.20,36.60,21.75,65.00,19.14,158.80,960.00,128.00,38.70,982.50,138.60
Mar-03-2020,8.00,27.00,652.00,43.70,9.93,39.60,137.20,77.95,5.32,17.80,1830.00,721.00,106.00,168.00,68.20,9.20,53.50,3.52,257.80,3.30,35.50,23.00,62.00,19.20,154.40,961.00,128.60,39.00,1002.00,134.00
Mar-04-2020,7.63,27.50,665.50,46.00,9.93,40.75,136.80,77.75,5.32,17.10,1850.00,748.50,105.70,174.60,71.00,9.34,56.10,3.50,267.40,3.44,36.00,24.50,61.50,19.42,155.60,945.00,126.50,39.50,1015.00,130.90
Mar-05-2020,7.32,27.40,677.00,45.95,9.93,40.40,141.00,77.00,5.29,16.44,1841.00,722.00,105.10,184.00,71.25,8.80,56.00,3.46,267.00,3.44,35.50,24.10,61.50,19.46,154.00,950.00,126.00,39.50,1043.00,132.30
Mar-06-2020,7.54,27.50,645.50,44.95,9.93,39.60,141.50,74.50,5.33,14.80,1831.00,710.00,102.00,176.50,70.65,8.00,53.00,3.40,269.00,3.62,34.05,23.30,61.50,19.48,148.10,943.00,125.50,38.55,1059.00,133.00
Mar-09-2020,7.11,26.10,604.00,41.85,9.90,37.75,131.00,67.00,5.15,14.80,1750.00,612.00,89.00,163.00,63.20,7.06,47.50,3.20,258.00,3.48,34.05,20.00,57.00,19.00,132.80,902.50,125.00,36.10,1021.00,121.80
Mar-10-2020,6.55,26.30,610.00,40.45,9.81,37.10,139.00,71.50,5.06,15.70,1732.00,618.00,92.00,158.00,61.00,8.20,49.35,3.16,253.00,3.50,33.00,20.95,56.00,17.50,139.00,900.00,119.50,35.50,1010.00,117.50
Mar-11-2020,7.01,26.50,640.50,39.35,10.00,38.20,136.00,72.80,5.20,16.30,1750.00,622.00,90.05,166.30,62.85,8.31,48.10,3.20,256.00,3.50,34.00,20.90,54.60,17.30,136.10,900.00,119.50,34.80,1020.00,120.00
Mar-12-2020,6.35,25.20,600.00,37.70,9.75,33.90,120.00,65.50,4.88,15.16,1739.00,580.00,80.05,153.00,53.65,7.90,43.35,2.90,230.20,3.06,32.55,18.00,52.00,14.46,126.00,790.00,110.00,30.90,980.00,116.00
Mar-13-2020,6.20,25.20,570.00,38.00,9.05,33.00,127.00,68.00,5.02,15.90,1830.00,570.00,85.00,140.50,54.20,7.13,45.20,2.88,240.00,3.20,31.90,17.20,54.00,12.80,126.00,831.50,109.50,30.00,1029.00,119.00
Mar-16-2020,5.60,25.50,510.00,35.25,8.02,28.80,110.00,62.30,4.70,15.90,1920.00,511.50,85.00,121.00,50.60,6.45,43.50,2.69,243.00,3.00,32.50,15.40,51.35,12.16,119.00,735.00,92.00,28.50,980.00,120.00
Mar-17-2020,5.60,25.50,510.00,35.25,8.02,28.80,110.00,62.30,4.70,15.90,1920.00,511.50,85.00,121.00,50.60,6.45,43.50,2.69,243.00,3.00,32.50,15.40,51.35,12.16,119.00,735.00,92.00,28.50,980.00,120.00
Mar-18-2020,5.60,25.50,510.00,35.25,8.02,28.80,110.00,62.30,4.70,15.90,1920.00,511.50,85.00,121.00,50.60,6.45,43.50,2.69,243.00,3.00,32.50,15.40,51.35,12.16,119.00,735.00,92.00,28.50,980.00,120.00
Mar-19-2020,4.36,24.00,394.00,32.00,5.69,22.95,85.00,55.50,3.29,14.30,1745.00,475.80,71.50,91.10,44.45,5.50,39.00,2.21,210.00,2.60,29.00,12.20,46.10,8.92,102.50,667.00,72.50,27.00,924.00,110.00
Mar-20-2020,4.59,24.00,410.00,30.95,6.23,26.30,97.00,55.00,3.69,14.76,1658.00,407.00,76.00,100.00,43.35,6.03,39.10,2.09,200.00,2.68,32.00,11.74,49.95,9.10,115.00,721.50,83.00,26.00,860.50,108.70
Mar-23-2020,4.30,25.10,415.00,30.00,5.98,27.50,94.70,51.40,3.35,14.70,1850.00,390.00,69.50,95.00,45.00,6.14,36.10,1.89,218.00,2.28,30.65,12.50,49.90,10.60,103.00,746.00,83.15,24.70,920.00,103.30
Mar-24-2020,4.47,23.45,439.60,29.50,6.14,29.10,94.00,52.00,3.40,15.32,1816.00,389.00,66.05,95.00,45.70,6.20,35.30,1.99,208.00,2.33,31.00,12.20,49.00,10.62,103.60,747.50,86.40,25.50,921.00,95.05
Mar-25-2020,4.67,26.50,460.00,29.10,6.40,30.70,100.00,55.40,3.44,16.08,1840.00,430.00,69.00,98.45,49.00,6.38,35.90,2.15,212.40,2.46,31.70,12.60,51.45,10.80,109.00,800.00,87.00,27.00,971.00,98.40
Mar-26-2020,5.30,30.00,482.00,30.85,6.64,32.30,115.70,60.50,3.55,16.90,1930.00,419.00,74.10,102.20,53.75,6.88,36.10,2.32,216.20,2.71,34.20,14.40,52.20,10.80,108.00,845.00,88.80,31.00,1066.00,99.00
Mar-27-2020,5.70,26.00,493.00,32.50,6.87,31.00,102.10,63.95,3.60,17.02,1949.00,409.00,74.25,107.00,51.20,7.24,37.90,2.39,220.00,2.60,39.00,14.86,54.50,10.60,106.80,805.00,90.00,28.50,1070.00,98.00
Mar-30-2020,5.87,24.05,469.00,35.20,6.55,31.00,99.20,60.10,3.60,16.00,1912.00,390.00,74.00,103.00,49.50,7.10,37.60,2.50,214.40,2.40,36.00,14.00,58.95,10.70,101.50,770.00,91.40,27.35,1070.00,97.60
Mar-31-2020,6.00,26.30,467.40,37.70,6.98,30.20,103.50,61.80,3.77,16.50,1930.00,407.00,74.70,106.40,52.30,8.30,40.00,2.50,225.00,2.42,36.45,14.84,57.00,11.00,107.00,818.00,91.50,28.40,1129.00,104.00
Apr-01-2020,6.00,28.00,463.00,38.75,6.97,31.15,105.20,62.05,3.90,17.14,2000.00,403.00,77.00,103.20,56.00,7.99,39.95,2.62,231.20,2.55,38.00,14.56,57.20,11.44,112.30,826.00,92.00,28.30,1159.00,104.00
Apr-02-2020,6.00,27.00,450.00,39.10,6.95,32.30,100.00,60.55,3.75,17.02,2000.00,403.20,72.00,102.00,53.00,7.57,37.90,2.63,232.00,2.47,36.40,13.68,54.90,11.44,111.60,820.00,92.00,29.60,1090.00,101.50
Apr-03-2020,5.98,28.20,451.00,39.90,7.03,32.00,99.30,60.60,3.84,17.16,2050.00,399.00,70.00,102.00,53.20,7.50,37.00,2.52,240.00,2.46,38.70,13.88,56.00,11.82,108.50,825.00,93.00,29.00,1118.00,103.00
Apr-06-2020,5.89,28.50,480.00,45.00,6.92,32.50,102.50,62.00,4.02,18.16,2300.00,400.00,74.00,106.00,55.00,7.40,37.15,2.58,260.00,2.53,41.00,14.50,64.00,11.84,106.00,850.00,93.00,30.15,1170.00,116.70
Apr-07-2020,5.90,28.90,493.40,44.60,6.91,33.50,101.50,61.00,4.04,17.60,2194.00,404.00,75.00,110.50,56.50,7.21,37.05,2.69,266.20,2.54,40.20,14.22,61.45,12.00,107.00,878.00,93.05,31.10,1130.00,122.60
Apr-08-2020,5.68,27.25,498.00,41.95,6.64,32.00,98.50,57.05,4.00,17.30,2160.00,399.00,73.75,120.00,54.50,7.45,36.30,2.72,266.20,2.49,41.40,13.74,61.50,11.60,105.00,870.00,94.50,29.20,1100.00,122.00
Apr-13-2020,5.78,27.55,508.00,43.10,6.76,33.45,98.50,58.00,4.15,17.90,2224.00,400.00,74.80,135.00,53.70,7.39,37.00,2.80,267.00,2.50,44.00,13.86,61.50,12.20,102.00,870.00,94.95,30.10,1127.00,125.80
Apr-14-2020,6.00,27.70,550.00,44.90,6.98,33.75,102.50,61.00,4.29,18.50,2230.00,430.00,80.90,146.50,55.00,7.55,38.85,2.89,268.00,2.61,46.95,14.92,64.00,12.40,101.10,868.00,95.00,30.90,1170.00,132.00
Apr-15-2020,5.92,28.00,588.00,48.45,7.40,34.00,108.50,63.10,4.47,18.66,2206.00,490.00,84.50,148.60,57.00,8.00,41.10,3.00,278.00,2.80,45.80,16.82,64.95,13.12,105.00,862.00,102.20,31.90,1170.00,131.20
Apr-16-2020,5.77,25.90,560.00,41.25,7.02,30.20,103.00,57.50,4.20,17.70,2100.00,450.00,75.20,141.50,52.00,7.75,39.95,2.70,260.00,2.60,44.10,14.42,58.50,12.50,103.00,820.00,100.50,29.55,1115.00,120.00
Apr-17-2020,5.92,26.80,597.00,44.05,7.10,31.55,105.00,60.90,4.37,17.78,2230.00,490.00,80.50,145.00,53.80,7.80,41.65,2.80,269.00,2.70,45.75,15.26,61.00,12.60,104.50,860.00,100.00,31.95,1138.00,126.80
Apr-20-2020,5.99,26.60,606.00,43.25,7.13,31.10,102.50,60.75,4.41,18.06,2180.00,494.00,80.45,143.00,53.30,7.64,41.35,2.82,261.80,2.72,46.50,15.70,61.40,12.76,104.80,845.00,100.00,31.50,1150.00,122.10
Apr-21-2020,5.80,26.00,575.00,43.90,6.65,30.95,100.60,60.00,4.20,18.00,2106.00,475.00,77.00,136.10,50.00,7.51,38.95,2.78,257.60,2.67,46.50,15.78,60.80,12.20,104.00,839.00,98.00,30.00,1130.00,119.40
Apr-22-2020,5.66,27.35,593.00,43.90,6.35,30.20,100.50,60.00,4.18,18.16,2168.00,450.80,81.05,134.00,50.90,7.52,38.05,2.72,270.00,2.62,46.50,15.32,60.20,12.00,103.20,818.00,97.90,29.70,1180.00,118.00
Apr-23-2020,5.70,27.00,563.00,43.50,6.45,30.20,100.00,60.00,4.25,18.56,2200.00,450.80,82.20,136.00,50.60,7.52,39.00,2.67,258.40,2.66,46.65,15.60,61.30,12.00,105.00,845.00,97.75,30.25,1163.00,118.00
Apr-24-2020,5.50,26.55,550.00,40.65,6.36,28.90,100.00,59.50,4.18,18.48,2208.00,443.40,78.00,134.30,49.00,7.69,39.00,2.59,256.00,2.59,46.40,15.50,60.80,11.82,102.00,814.00,97.00,28.65,1227.00,118.40
Apr-27-2020,5.35,27.20,562.00,42.50,6.30,29.20,97.00,58.95,4.20,18.58,2210.00,435.60,82.00,134.50,50.00,7.60,37.50,2.58,252.00,2.53,47.00,15.48,62.00,12.60,100.50,780.00,97.50,28.80,1239.00,121.00
Apr-28-2020,5.64,27.05,585.00,42.00,6.25,30.25,98.90,58.40,4.12,18.50,2258.00,450.00,88.00,141.20,50.60,7.60,37.50,2.56,262.20,2.50,47.00,15.30,62.50,11.98,102.00,819.00,97.50,29.70,1206.00,123.00
Apr-29-2020,5.53,27.50,588.00,41.50,6.25,31.00,98.70,58.50,4.14,18.58,2230.00,460.00,86.20,147.00,50.95,7.72,37.60,2.57,261.80,2.52,46.40,15.48,64.95,12.10,103.00,831.00,97.05,30.95,1270.00,122.00
Apr-30-2020,5.60,27.40,582.00,41.50,6.46,31.95,101.00,58.50,4.12,19.00,2196.00,453.00,89.60,143.10,50.90,7.75,39.05,2.58,254.40,2.57,46.30,15.04,67.00,12.10,103.40,845.00,97.00,31.00,1299.00,125.90
May-04-2020,5.41,26.20,560.00,40.05,6.02,31.80,98.90,58.00,4.15,18.74,2258.00,435.20,88.30,138.20,49.50,7.64,37.05,2.52,254.60,2.51,45.80,14.02,65.00,12.10,102.00,822.00,96.75,30.40,1259.00,122.40
May-05-2020,5.37,26.05,642.50,39.75,6.14,33.20,98.30,58.70,4.23,18.62,2300.00,443.00,86.00,139.60,50.00,7.66,37.50,2.59,256.00,2.85,46.40,14.48,65.95,12.10,102.20,830.00,96.75,30.05,1240.00,128.00
May-06-2020,5.17,25.50,639.00,38.60,6.06,33.50,96.10,58.85,4.22,18.80,2242.00,422.00,83.00,138.50,49.40,7.70,36.80,2.63,253.20,2.78,46.40,14.34,66.45,11.86,104.00,832.00,96.50,30.00,1275.00,126.30
May-07-2020,5.18,26.30,662.00,38.60,6.23,33.75,97.40,58.80,4.10,18.58,2202.00,416.00,82.55,136.50,49.25,7.60,37.10,2.63,256.00,2.75,46.00,14.92,66.50,11.80,101.00,826.50,96.20,30.90,1227.00,123.00
May-08-2020,5.28,26.50,704.00,38.30,6.27,32.65,97.00,57.00,4.15,18.48,2150.00,412.20,83.00,136.00,49.25,7.56,36.75,2.59,252.00,2.86,47.80,14.90,66.45,11.80,100.60,804.00,96.50,31.00,1207.00,123.00
May-11-2020,5.50,26.70,699.00,41.00,6.30,33.30,98.00,58.60,4.19,18.40,2080.00,420.00,84.60,140.50,48.80,7.60,36.80,2.58,255.40,2.97,49.00,14.70,66.45,11.76,100.10,808.00,97.00,30.65,1170.00,129.00
May-12-2020,5.48,26.25,704.00,41.05,6.20,31.80,98.75,61.00,4.26,18.32,2130.00,420.00,84.90,139.40,48.80,7.55,36.45,2.57,264.00,2.90,48.00,14.50,66.50,11.90,100.00,817.00,97.00,29.60,1185.00,130.00
May-13-2020,5.35,26.20,691.00,40.90,6.21,32.50,99.00,60.80,4.25,17.80,2104.00,420.00,83.00,138.00,48.40,7.38,36.20,2.57,270.00,2.80,48.00,14.64,67.05,11.70,92.00,826.00,96.90,28.55,1189.00,131.00
May-14-2020,5.50,26.50,690.00,42.00,6.14,32.50,96.80,61.00,4.13,18.26,2170.00,404.00,82.00,136.60,49.00,7.18,36.00,2.63,275.00,2.75,46.50,14.98,68.00,11.96,92.00,810.00,96.00,30.60,1201.00,132.00
May-15-2020,5.36,25.65,670.00,39.70,6.19,32.00,93.00,60.85,4.15,18.04,2220.00,400.40,80.50,137.20,47.00,7.18,35.50,2.56,274.40,2.75,46.00,14.54,68.50,11.82,91.10,801.50,96.35,29.00,1220.00,130.00
May-18-2020,5.20,25.80,640.00,38.25,6.08,31.35,90.00,61.00,4.07,18.14,2218.00,388.40,82.00,136.40,45.20,7.34,34.05,2.46,275.00,2.70,45.50,14.40,68.80,11.46,90.50,803.00,96.00,29.80,1205.00,126.00
May-19-2020,5.25,26.00,650.00,41.50,6.20,31.90,93.00,62.00,4.05,18.02,2212.00,382.00,84.50,140.00,47.80,7.25,33.95,2.57,272.20,2.78,45.80,14.82,72.40,11.50,86.15,810.00,96.40,29.50,1220.00,124.20
May-20-2020,5.21,26.00,665.00,41.90,6.05,32.00,93.00,63.95,4.05,18.00,2276.00,374.00,84.00,137.20,48.60,7.26,34.90,2.56,271.00,2.73,45.00,14.60,70.50,11.32,85.25,820.00,96.40,29.65,1208.00,121.40
May-21-2020,5.33,26.20,684.50,42.00,6.14,32.05,92.00,62.70,4.10,17.68,2270.00,368.00,84.50,136.50,48.60,7.23,34.80,2.64,276.00,2.80,46.35,15.00,71.00,11.20,85.80,835.00,95.50,28.95,1216.00,124.10
May-22-2020,5.34,26.50,666.00,41.50,6.05,30.90,89.60,62.30,4.10,17.74,2232.00,372.20,84.30,133.00,49.10,7.39,34.00,2.64,276.00,2.67,46.15,14.66,69.80,11.30,82.75,828.00,95.95,29.00,1211.00,123.00
May-26-2020,5.31,26.80,654.00,41.70,5.90,29.90,85.90,63.00,3.93,17.74,2250.00,375.40,85.30,119.00,48.80,7.49,33.20,2.59,274.00,2.60,46.50,14.50,69.00,11.00,77.10,838.00,96.00,29.50,1212.00,120.60
May-27-2020,5.44,26.60,675.00,41.70,5.90,29.25,87.00,63.00,4.00,20.25,2220.00,370.00,85.00,122.00,48.40,7.57,33.80,2.69,275.00,2.75,46.35,14.26,67.95,11.74,78.10,837.00,96.00,29.80,1211.00,122.00
May-28-2020,5.80,26.30,687.00,41.30,5.95,30.75,90.35,63.95,3.90,20.15,2200.00,370.00,84.00,116.10,48.75,7.77,34.15,2.75,272.00,2.83,46.35,14.22,67.75,11.32,84.15,836.00,95.90,29.50,1204.00,125.10
May-29-2020,6.20,27.80,747.50,42.90,6.00,32.00,100.40,66.30,3.94,20.40,2294.00,387.00,87.70,108.70,48.80,7.88,35.20,2.85,283.00,2.89,46.00,14.78,67.70,11.02,81.70,915.00,96.00,30.15,1275.00,131.00
Jun-01-2020,6.50,28.00,745.00,45.00,6.03,32.55,99.00,67.40,3.95,20.60,2244.00,376.00,88.45,115.10,50.00,7.95,36.85,2.95,292.00,3.12,44.10,15.00,66.10,11.10,89.00,920.00,97.00,31.75,1250.00,132.50
Jun-02-2020,6.49,29.30,742.00,45.10,6.21,33.30,98.00,67.75,4.08,20.55,2192.00,371.00,90.00,123.60,53.95,8.11,38.15,3.05,289.00,3.17,44.30,15.62,69.00,11.22,96.60,946.00,96.60,32.00,1242.00,130.50
Jun-03-2020,6.60,30.00,755.50,49.80,6.26,36.00,102.40,72.00,4.32,20.65,2176.00,385.00,95.90,130.00,58.95,8.30,39.40,3.19,292.00,3.17,45.50,17.00,70.50,11.38,102.00,945.00,100.00,33.50,1230.00,130.00
Jun-04-2020,6.75,29.80,798.00,52.00,6.55,37.50,109.00,77.00,4.40,20.45,2200.00,444.00,105.60,133.00,62.50,8.70,43.00,3.19,293.40,3.31,46.40,18.72,70.40,11.76,101.00,997.00,100.00,33.95,1220.00,135.00
Jun-05-2020,7.11,29.00,793.00,50.60,7.07,38.00,114.00,78.00,4.59,20.75,2170.00,480.00,100.00,130.00,62.50,8.70,41.50,3.18,288.40,3.38,46.40,18.24,69.00,12.76,102.50,967.50,101.40,32.90,1180.00,134.00
Jun-08-2020,7.55,28.75,798.00,52.20,7.50,38.00,107.00,77.00,4.71,21.00,2120.00,512.50,102.00,132.50,66.00,9.31,42.60,3.42,285.00,3.58,47.25,19.00,68.85,14.12,111.50,950.00,101.20,33.40,1140.00,142.00
Jun-09-2020,8.00,28.80,800.00,51.95,7.30,38.00,110.50,77.30,4.62,21.30,2170.00,530.00,107.00,138.90,66.50,9.53,42.00,3.30,291.00,3.55,45.55,20.10,70.00,14.00,108.10,950.00,108.00,33.50,1194.00,149.00
Jun-10-2020,7.88,28.25,781.00,49.20,7.10,36.40,105.50,75.70,4.50,21.00,2160.00,503.00,104.00,145.00,65.00,9.20,41.00,3.23,292.00,3.50,46.40,20.00,69.90,13.70,102.50,935.00,104.00,33.00,1225.00,144.00
Jun-11-2020,7.72,28.90,790.00,49.95,7.00,37.40,105.00,73.50,4.43,21.30,2218.00,490.00,103.10,145.00,65.00,9.13,40.00,3.39,292.00,3.51,46.40,19.58,70.00,13.52,103.50,951.00,104.60,33.25,1249.00,143.00
Jun-15-2020,7.32,27.20,750.00,45.80,6.90,35.80,99.00,68.10,4.33,20.80,2160.00,462.00,99.60,144.20,61.00,8.82,38.15,3.31,285.00,3.38,45.20,18.00,68.00,13.00,100.20,915.00,104.00,30.65,1220.00,136.70
Jun-16-2020,7.60,28.00,775.00,46.90,7.29,35.90,102.40,71.00,4.33,20.60,2160.00,491.00,105.00,142.50,63.35,8.97,39.15,3.31,283.00,3.45,44.50,18.00,67.00,12.98,103.50,940.00,105.00,31.00,1223.00,133.10
Jun-17-2020,7.50,27.50,790.50,47.05,7.20,35.80,100.10,73.00,4.31,20.75,2186.00,476.00,103.10,145.00,61.00,8.90,38.80,3.36,278.20,3.49,45.40,18.14,67.00,13.04,103.20,956.00,105.00,31.00,1220.00,130.00
Jun-18-2020,7.30,28.00,790.00,47.00,7.06,36.45,100.00,73.95,4.26,21.10,2206.00,482.00,101.00,149.90,64.30,9.00,38.20,3.34,276.60,3.59,46.40,18.00,66.90,13.04,103.00,963.00,104.90,32.00,1241.00,129.00
Jun-19-2020,7.66,27.80,808.50,50.00,6.98,36.30,100.00,72.60,4.24,20.50,2154.00,474.00,98.00,150.00,63.25,8.77,38.60,3.27,265.00,3.79,45.40,18.24,65.65,12.88,102.30,949.00,101.30,31.45,1231.00,129.50
Jun-22-2020,7.60,28.40,800.00,49.50,6.97,36.90,99.00,73.00,4.33,20.90,2130.00,469.00,100.00,149.10,61.50,8.60,38.65,3.20,278.40,3.70,44.80,18.00,65.65,13.00,104.10,960.00,101.90,32.20,1252.00,132.50
Jun-23-2020,7.39,28.00,810.00,48.15,7.00,36.30,102.70,72.50,4.32,21.25,2140.00,484.00,100.50,144.00,60.50,8.48,38.20,3.15,276.80,3.82,44.75,17.52,64.35,13.00,108.00,935.00,100.20,31.70,1250.00,132.00
Jun-24-2020,7.40,26.70,786.00,46.75,7.05,34.05,100.10,72.00,4.32,21.50,2094.00,470.40,100.80,143.90,61.00,8.30,38.00,3.06,266.80,3.88,44.75,17.24,63.10,12.96,108.80,937.00,100.30,31.00,1213.00,128.10
Jun-25-2020,7.60,26.95,775.00,45.20,6.86,34.10,97.10,70.55,4.19,22.40,2058.00,456.00,101.50,141.20,60.60,8.09,36.85,3.00,270.00,3.67,43.50,17.14,61.00,12.50,105.00,930.00,99.50,31.20,1190.00,126.20
Jun-26-2020,7.58,27.30,785.00,46.85,6.72,34.00,98.50,70.85,4.01,22.50,2130.00,455.00,101.20,140.20,62.00,8.08,37.20,3.01,266.60,3.80,44.00,17.60,62.00,12.68,106.50,938.50,100.00,31.60,1250.00,129.50
Jun-29-2020,7.00,27.40,762.00,45.25,6.50,33.95,94.00,69.50,4.01,22.90,2088.00,449.00,101.00,137.90,62.50,7.90,36.50,2.89,268.40,3.70,45.00,17.00,64.00,12.56,104.00,915.00,99.50,31.90,1235.00,129.00
Jun-30-2020,7.43,27.00,777.00,45.50,6.80,33.80,98.00,72.00,4.10,24.50,2070.00,454.20,102.50,140.00,64.85,8.00,37.00,3.05,268.00,3.70,46.35,17.48,65.00,12.68,103.00,939.00,100.00,31.85,1250.00,130.00
Jul-01-2020,7.41,27.20,775.00,46.50,6.78,33.90,97.90,71.50,4.09,25.00,2100.00,459.00,100.10,143.80,64.80,8.04,37.50,3.06,268.80,3.62,46.30,17.02,64.00,12.60,104.80,920.00,102.40,32.35,1252.00,132.90
Jul-02-2020,7.70,28.00,780.50,46.95,6.80,35.00,100.50,75.00,4.11,27.00,2120.00,468.00,103.50,147.00,65.25,8.20,39.20,3.13,274.80,3.70,46.40,17.12,65.00,12.64,107.50,950.00,105.00,33.05,1300.00,135.00
